Plampa23756	K01803
Plampa112853	K01966
Plampa302999	K00921
Plampa49273	K08874
Plampa5193	K11427
Plampa64378	K05888
Plampa218004	K16857
Plampa928	K05724
Plampa19331	K07151
Plampa215482	K00898
Plampa210120	K20242
Plampa2173	K09291
Plampa137637	K01875
Plampa26849	K12046
Plampa76760	K02941
Plampa45	K22282
Plampa55805	K01914
Plampa277851	K24887
Plampa5777	K21889
Plampa77088	K05674
Plampa212096	K09838
Plampa18133	K03969
Plampa31782	K23287
Plampa5690	K24956
Plampa79051	K03327
Plampa79931	K14573
Plampa130684	K13302
Plampa29884	K09848
Plampa317018	K03626
Plampa355104	K11594
Plampa270371	K13984
Plampa1976	K03236
Plampa109984	K05410
Plampa2727	K00967
Plampa321250	K23624
Plampa291484	K03036
Plampa56757	K09849
Plampa210361	K05702
Plampa69766	K24642
Plampa307046	K00600
Plampa5127	K08283
Plampa98170	K02736
Plampa213410	K07404
Plampa364682	K02988
Plampa23106	K04600
Plampa63218	K11303
Plampa2519	K02156
Plampa264804	K10361
Plampa41023	K24836
Plampa18488	K03094
Plampa359666	K07556
Plampa51728	K10473
Plampa7866	K08145
Plampa134014	K00700
Plampa122728	K19867
Plampa2242	K15135
Plampa134818	K00101
Plampa45447	K03021
Plampa18056	K00284
Plampa23933	K13708
Plampa134550	K02877
Plampa27908	K20472
Plampa71790	K00134
Plampa8826	K23107
Plampa179707	K11481
Plampa77937	K13177
Plampa49243	K07874
Plampa39175	K25356
Plampa214076	K07497
Plampa21323	K04567
Plampa111531	K17751
Plampa1793	K10362
Plampa50608	K00261
Plampa172897	K03070
Plampa8990	K06767
Plampa131349	K01945
Plampa7648	K02678
Plampa65462	K09239
Plampa148	K10949
Plampa304216	K00873
Plampa80080	K15687
Plampa316093	K24427
Plampa80233	K02949
Plampa256429	K00382
Plampa1956	K09207
Plampa224557	K18189
Plampa282600	K08794
Plampa52077	K03094
Plampa28540	K20472
Plampa4364	K24553
Plampa30771	K12385
Plampa68558	K12460
Plampa74325	K16302
Plampa120843	K07494
Plampa58435	K02098
Plampa3579	K13566
Plampa1009	K05658
Plampa361828	K01784
Plampa103766	K14640
Plampa167459	K05665
Plampa326332	K03841
Plampa29155	K05115
Plampa130976	K17086
Plampa71764	K09502
Plampa40753	K10457
Plampa71513	K00128
Plampa346979	K01915
Plampa129850	K12828
Plampa222613	K24104
Plampa3587	K05125
Plampa307221	K22659
Plampa59240	K20292
Plampa307947	K07253
Plampa71570	K12900
Plampa321519	K11430
Plampa6784	K14439
Plampa112235	K01342
Plampa11942	K04567
Plampa141180	K07901
Plampa320298	K03695
Plampa119486	K00640
Plampa27092	K12646
Plampa45748	K09848
Plampa257215	K00615
Plampa113371	K23541
Plampa190963	K00457
Plampa357747	K15157
Plampa16464	K14844
Plampa39219	K16900
Plampa349356	K11964
Plampa86753	K12196
Plampa56386	K08902
Plampa92609	K02729
Plampa255550	K08776
Plampa6295	K05956
Plampa265197	K22985
Plampa366515	K10268
Plampa11848	K06630
Plampa233059	K14403
Plampa4879	K13338
Plampa20610	K01244
Plampa2044	K20221
Plampa349372	K14163
Plampa129765	K20989
Plampa74715	K00505
Plampa4793	K01966
Plampa239023	K11434
Plampa7286	K07925
Plampa10643	K10756
Plampa6279	K06184
Plampa69388	K16667
Plampa5900	K04437
Plampa3650	K04567
Plampa100682	K24155
Plampa184142	K12396
Plampa14464	K00278
Plampa345928	K02293
Plampa12495	K23679
Plampa63636	K16506
Plampa188099	K00605
Plampa219051	K14765
Plampa321842	K00710
Plampa214366	K07393
Plampa11685	K11725
Plampa5502	K07203
Plampa110572	K13577
Plampa702	K10394
Plampa324859	K03014
Plampa111478	K01897
Plampa23955	K05667
Plampa168993	K09014
Plampa2170	K19511
Plampa31723	K13251
Plampa323098	K10803
Plampa67544	K10408
Plampa20868	K12343
Plampa306513	K14156
Plampa39418	K11412
Plampa10380	K16749
Plampa182567	K10357
Plampa32998	K08889
Plampa163723	K02434
Plampa6534	K12567
Plampa353852	K01307
Plampa369663	K02872
Plampa18667	K03857
Plampa324250	K01866
Plampa5074	K13293
Plampa109242	K02136
Plampa130671	K17552
Plampa255976	K22857
Plampa43101	K02728
Plampa41588	K04507
Plampa261632	K14437
Plampa359730	K10373
Plampa8350	K04708
Plampa2389	K17541
Plampa43720	K24470
Plampa14610	K01513
Plampa318303	K03520
Plampa269343	K14753
Plampa263035	K10683
Plampa30178	K20818
Plampa20906	K09848
Plampa8367	K13216
Plampa16424	K02369
Plampa137300	K14803
Plampa1401	K06911
Plampa61255	K01179
Plampa15974	K02920
Plampa314504	K02875
Plampa7039	K18169
Plampa106483	K03243
Plampa352394	K08964
Plampa301407	K10575
Plampa36088	K00128
Plampa144595	K05850
Plampa39183	K19640
Plampa165639	K01322
Plampa873	K03357
Plampa3729	K18406
Plampa53688	K02985
Plampa18566	K14005
Plampa362875	K00128
Plampa68151	K05679
Plampa40305	K00901
Plampa23502	K03235
Plampa5058	K00106
Plampa99603	K00026
Plampa92647	K01142
Plampa6540	K10426
Plampa349062	K02991
Plampa31133	K02324
Plampa94175	K02599
Plampa351394	K14820
Plampa40314	K08892
Plampa53976	K18422
Plampa348593	K08794
Plampa125742	K02156
Plampa48854	K00326
Plampa320206	K22628
Plampa356250	K13126
Plampa100713	K01006
Plampa18697	K06820
Plampa69980	K02973
Plampa164153	K09276
Plampa75431	K19970
Plampa356642	K06114
Plampa172606	K12400
Plampa30571	K01365
Plampa114	K06484
Plampa124060	K00161
Plampa75792	K17099
Plampa6249	K14963
Plampa107834	K21952
Plampa3232	K04615
Plampa7739	K15791
Plampa16778	K02575
Plampa100043	K01915
Plampa247006	K06631
Plampa221997	K10599
Plampa318671	K05592
Plampa8279	K12181
Plampa166629	K19511
Plampa173738	K08017
Plampa27423	K11836
Plampa5887	K24242
Plampa354034	K17391
Plampa124028	K04039
Plampa39247	K10873
Plampa229793	K03564
Plampa312464	K10579
Plampa65630	K22376
Plampa98886	K20872
Plampa164789	K02641
Plampa175066	K15156
Plampa165084	K08582
Plampa323	K06842
Plampa3062	K18464
Plampa30884	K25083
Plampa266054	K00457
Plampa120611	K03102
Plampa234849	K15296
Plampa218257	K00654
Plampa46342	K10104
Plampa5468	K14381
Plampa127053	K03320
Plampa218452	K10413
Plampa2225	K15112
Plampa48208	K18629
Plampa2953	K08139
Plampa81732	K00382
Plampa3420	K19511
Plampa5899	K17341
Plampa304521	K01254
Plampa300713	K01807
Plampa163576	K03235
Plampa143689	K11303
Plampa364277	K00026
Plampa25315	K07305
Plampa64832	K04373
Plampa302284	K16681
Plampa141462	K04437
Plampa2787	K17461
Plampa164805	K08057
Plampa216080	K10950
Plampa24673	K14847
Plampa21502	K23728
Plampa12009	K02997
Plampa82914	K01285
Plampa1208	K18749
Plampa29191	K24675
Plampa4299	K12478
Plampa62912	K20175
Plampa218226	K10645
Plampa163800	K00472
Plampa68539	K12812
Plampa4061	K22869
Plampa111298	K01408
Plampa53878	K06237
Plampa28534	K01832
Plampa15435	K10631
Plampa25455	K08252
Plampa357380	K12662
Plampa115061	K02725
Plampa167095	K01869
Plampa164662	K06082
Plampa169189	K03232
Plampa311775	K09377
Plampa114460	K02995
Plampa25334	K06766
Plampa20915	K10595
Plampa2141	K01104
Plampa221280	K01895
Plampa7188	K03540
Plampa376167	K11493
Plampa246995	K19983
Plampa113071	K20299
Plampa2212	K06271
Plampa345931	K00382
Plampa6897	K03125
Plampa311052	K00507
Plampa99162	K11997
Plampa5921	K15260
Plampa80408	K03320
Plampa85160	K11674
Plampa45859	K07889
Plampa290657	K01369
Plampa288656	K14662
Plampa242345	K22075
Plampa74450	K15551
Plampa306492	K10357
Plampa2792	K00693
Plampa113552	K10144
Plampa49417	K01895
Plampa17366	K12573
Plampa80528	K01719
Plampa311542	K14004
Plampa15059	K18037
Plampa6041	K21915
Plampa175326	K19374
Plampa10862	K14638
Plampa102376	K07375
Plampa77094	K03251
Plampa255887	K10595
Plampa119891	K14724
Plampa14402	K12196
Plampa68883	K08515
Plampa125670	K02154
Plampa3009	K11831
Plampa16790	K08913
Plampa8275	K16816
Plampa36326	K07497
Plampa362943	K22746
Plampa16145	K08912
Plampa42390	K10579
Plampa7391	K11446
Plampa177626	K06115
Plampa323353	K05110
Plampa141108	K03234
Plampa6142	K14824
Plampa134700	K00059
Plampa9014	K05110
Plampa15894	K07374
Plampa6134	K11188
Plampa214735	K15728
Plampa265365	K14411
Plampa119566	K00164
Plampa28128	K11714
Plampa228661	K04417
Plampa47486	K03881
Plampa215240	K01897
Plampa26960	K10380
Plampa263696	K05863
Plampa88047	K19527
Plampa281989	K02183
Plampa280083	K08727
Plampa4221	K04615
Plampa364411	K10357
Plampa256425	K01634
Plampa111851	K13348
Plampa571	K14168
Plampa289916	K02884
Plampa111875	K08342
Plampa29346	K05681
Plampa82338	K15542
Plampa262231	K23909
Plampa42781	K03283
Plampa154	K24469
Plampa80117	K09568
Plampa97993	K20028
Plampa308	K12132
Plampa50188	K07552
Plampa282013	K14163
Plampa133422	K02984
Plampa258586	K20292
Plampa3013	K02987
Plampa346583	K10728
Plampa153980	K04534
Plampa9306	K08848
Plampa59270	K06119
Plampa133896	K02940
Plampa23210	K01265
Plampa40782	K04366
Plampa379413	K03283
Plampa52903	K10380
Plampa19254	K13912
Plampa306807	K05313
Plampa76535	K05754
Plampa33799	K11836
Plampa333506	K02908
Plampa2757	K12364
Plampa218209	K02264
Plampa73356	K08360
Plampa62862	K02137
Plampa56329	K09417
Plampa12729	K20637
Plampa7600	K03654
Plampa351726	K05544
Plampa25580	K20032
Plampa217819	K21595
Plampa35330	K17592
Plampa187674	K11374
Plampa39889	K09490
Plampa36352	K05643
Plampa39194	K17279
Plampa29638	K03252
Plampa211655	K15183
Plampa63033	K07942
Plampa301572	K02991
Plampa102745	K23203
Plampa132081	K13539
Plampa10468	K01915
Plampa346644	K04373
Plampa90680	K07374
Plampa164173	K07497
Plampa15025	K24047
Plampa7114	K16174
Plampa29123	K14429
Plampa209065	K02040
Plampa98948	K11072
Plampa28017	K04958
Plampa212981	K10777
Plampa221412	K21952
Plampa244083	K00002
Plampa439	K04675
Plampa96635	K01681
Plampa110551	K07953
Plampa1370	K15074
Plampa120909	K07497
Plampa63410	K09585
Plampa67960	K12893
Plampa48183	K20166
Plampa135097	K15102
Plampa168823	K24048
Plampa58506	K11654
Plampa189374	K19029
Plampa47686	K01138
Plampa316076	K00029
Plampa265567	K07114
Plampa277317	K21456
Plampa8416	K19756
Plampa30202	K02981
Plampa148873	K00658
Plampa116947	K00972
Plampa55682	K24470
Plampa305402	K11684
Plampa166955	K00549
Plampa166237	K23025
Plampa2231	K10408
Plampa38749	K21889
Plampa306254	K18442
Plampa79671	K09523
Plampa185264	K01230
Plampa193	K01886
Plampa269367	K06626
Plampa312701	K02155
Plampa189149	K23600
Plampa119289	K01187
Plampa7858	K15108
Plampa81571	K04534
Plampa213218	K14497
Plampa129915	K09582
Plampa356125	K12854
Plampa14551	K10380
Plampa25913	K05695
Plampa21473	K10456
Plampa125333	K03035
Plampa4282	K16732
Plampa226583	K12132
Plampa154053	K00650
Plampa216250	K06694
Plampa112438	K12035
Plampa325631	K11314
Plampa309488	K10842
Plampa38596	K17255
Plampa87221	K02981
Plampa350314	K02295
Plampa168034	K01770
Plampa261961	K06839
Plampa70728	K12460
Plampa211877	K25203
Plampa129196	K09571
Plampa68790	K00472
Plampa24334	K16726
Plampa352483	K05605
Plampa306116	K15448
Plampa44775	K09624
Plampa212364	K12733
Plampa139691	K15179
Plampa7240	K05094
Plampa212662	K06694
Plampa79926	K02325
Plampa59355	K00134
Plampa278	K10756
Plampa130014	K00417
Plampa345238	K00615
Plampa169789	K13420
Plampa14920	K03575
Plampa170946	K02732
Plampa301650	K17302
Plampa56333	K12815
Plampa180149	K08745
Plampa76753	K22610
Plampa5778	K09564
Plampa53851	K09518
Plampa214441	K16865
Plampa15403	K10356
Plampa7569	K13168
Plampa31607	K02719
Plampa55859	K02929
Plampa354262	K23336
Plampa18993	K08076
Plampa142292	K23334
Plampa1653	K06820
Plampa29952	K10443
Plampa42377	K01279
Plampa60942	K05989
Plampa180348	K06258
Plampa73643	K05307
Plampa163968	K03941
Plampa80453	K08907
Plampa63374	K06756
Plampa68689	K21890
Plampa42574	K11253
Plampa61924	K11647
Plampa27788	K21843
Plampa25849	K01116
Plampa3850	K09624
Plampa263203	K03259
Plampa210425	K03351
Plampa2830	K14802
Plampa209751	K09833
Plampa123149	K17499
Plampa314006	K00924
Plampa27053	K11161
Plampa315031	K20053
Plampa165787	K09419
Plampa282049	K17498
Plampa216928	K24420
Plampa30530	K24675
Plampa37915	K05728
Plampa19997	K02145
Plampa259136	K11434
Plampa37884	K00248
Plampa182189	K22210
Plampa33433	K14827
Plampa30941	K07277
Plampa17211	K02607
Plampa348012	K10802
Plampa258289	K24674
Plampa22492	K11594
Plampa67851	K10380
Plampa2469	K06111
Plampa11905	K09417
Plampa113940	K02641
Plampa107180	K03544
Plampa276359	K10704
Plampa134182	K00508
Plampa210989	K14437
Plampa304682	K11810
Plampa38336	K23048
Plampa164286	K09511
Plampa1016	K17095
Plampa1526	K00415
Plampa31164	K09250
Plampa6502	K23439
Plampa8141	K13754
Plampa361129	K14310
Plampa11753	K19626
Plampa220561	K17973
Plampa110528	K21436
Plampa234216	K08794
Plampa61063	K05349
Plampa10603	K07931
Plampa71133	K12035
Plampa270589	K10408
Plampa215305	K01738
Plampa98394	K03283
Plampa103848	K13525
Plampa315072	K00761
Plampa11107	K10380
Plampa166153	K12586
Plampa4189	K01689
Plampa215940	K00413
Plampa39213	K01527
Plampa16385	K14938
Plampa302393	K15280
Plampa183121	K04515
Plampa24518	K01493
Plampa132057	K15102
Plampa24832	K08052
Plampa212206	K12603
Plampa256932	K01623
Plampa130487	K17266
Plampa67491	K02922
Plampa333812	K04634
Plampa128110	K18693
Plampa32943	K02998
Plampa4515	K04426
Plampa27198	K12375
Plampa134385	K08794
Plampa103120	K02155
Plampa71484	K00789
Plampa300989	K00616
Plampa9118	K25102
Plampa353821	K10317
Plampa23121	K04507
Plampa272528	K09186
Plampa64686	K12800
Plampa260414	K02174
Plampa33933	K04534
Plampa52008	K11583
Plampa53657	K01624
Plampa71505	K09419
Plampa74468	K03234
Plampa64851	K04536
Plampa211811	K00276
Plampa11332	K07497
Plampa9445	K24746
Plampa313611	K20471
Plampa349477	K23568
Plampa168130	K17795
Plampa222404	K03676
Plampa353584	K02355
Plampa14454	K09848
Plampa221237	K00789
Plampa138165	K12811
Plampa105406	K10755
Plampa37174	K03704
Plampa1814	K00022
Plampa308296	K02957
Plampa65053	K02599
Plampa261255	K07494
Plampa123508	K24691
Plampa4614	K07439
Plampa1567	K21398
Plampa44994	K09848
Plampa6778	K00456
Plampa34053	K11127
Plampa17893	K06111
Plampa353216	K01803
Plampa2238	K08765
Plampa329766	K01674
Plampa97170	K14293
Plampa210333	K03252
Plampa125635	K04409
Plampa23002	K08220
Plampa27475	K19947
Plampa130920	K02146
Plampa316732	K09228
Plampa165313	K02930
Plampa112956	K14409
Plampa777	K11970
Plampa278768	K24992
Plampa313015	K22305
Plampa18025	K10454
Plampa14754	K08873
Plampa107716	K09487
Plampa12487	K06540
Plampa28643	K21853
Plampa282838	K01103
Plampa1835	K11861
Plampa10204	K17571
Plampa9680	K10592
Plampa168725	K12450
Plampa180106	K00413
Plampa209532	K09843
Plampa9385	K08202
Plampa1970	K11094
Plampa255206	K00053
Plampa5852	K10380
Plampa82672	K07497
Plampa318492	K17544
Plampa44426	K17849
Plampa169384	K01110
Plampa5487	K20195
Plampa359402	K15102
Plampa346017	K17985
Plampa164718	K03131
Plampa32572	K04255
Plampa147747	K15139
Plampa81138	K07375
Plampa3563	K19719
Plampa1352	K13907
Plampa147379	K09499
Plampa273737	K17929
Plampa238912	K06573
Plampa269980	K21440
Plampa26096	K12567
Plampa351482	K22371
Plampa103678	K08910
Plampa271044	K08199
Plampa51138	K02187
Plampa318714	K01251
Plampa70299	K13698
Plampa24178	K17341
Plampa497	K03512
Plampa10113	K22734
Plampa302039	K10739
Plampa134276	K03696
Plampa168375	K07253
Plampa11674	K25182
Plampa69248	K01784
Plampa305024	K00218
Plampa262690	K01194
Plampa169452	K21850
Plampa2387	K02353
Plampa76616	K07497
Plampa17610	K11997
Plampa16359	K19601
Plampa355943	K12316
Plampa31850	K08101
Plampa18832	K12186
Plampa53991	K05665
Plampa49569	K02930
Plampa350346	K01735
Plampa7378	K08010
Plampa33373	K01915
Plampa5481	K15439
Plampa1303	K06115
Plampa367211	K03522
Plampa126611	K04077
Plampa255332	K17263
Plampa346698	K01596
Plampa102087	K04615
Plampa25361	K04498
Plampa84894	K01294
Plampa185812	K13507
Plampa172880	K01682
Plampa101659	K17686
Plampa122943	K04600
Plampa8272	K11291
Plampa121442	K05016
Plampa31591	K02882
Plampa74595	K01081
Plampa109433	K13100
Plampa29267	K02936
Plampa227989	K19601
Plampa91174	K01969
Plampa73187	K07952
Plampa4101	K15151
Plampa172802	K20472
Plampa3976	K24469
Plampa215605	K17261
Plampa23208	K06445
Plampa18651	K09849
Plampa322349	K12183
Plampa86898	K24674
Plampa6430	K04349
Plampa189084	K20222
Plampa7027	K12584
Plampa120427	K07304
Plampa8745	K01062
Plampa116692	K11643
Plampa6377	K17815
Plampa112446	K02183
Plampa41725	K02912
Plampa311014	K02976
Plampa335	K20168
Plampa312511	K17594
Plampa23392	K06129
Plampa368	K08509
Plampa55820	K00560
Plampa165532	K02440
Plampa110737	K15305
Plampa165297	K19756
Plampa223021	K11971
Plampa166986	K05850
Plampa351927	K01363
Plampa17819	K16726
Plampa8202	K24774
Plampa2565	K12655
Plampa181673	K05916
Plampa121030	K24790
Plampa6774	K23518
Plampa6545	K04644
Plampa44359	K11826
Plampa301848	K03066
Plampa209268	K17917
Plampa37145	K03671
Plampa234578	K00232
Plampa347174	K06689
Plampa294588	K13144
Plampa284441	K00765
Plampa91539	K13165
Plampa311909	K02873
Plampa102403	K06271
Plampa55640	K10380
Plampa185860	K10858
Plampa303601	K09500
Plampa11712	K06927
Plampa4363	K25203
Plampa4970	K18032
Plampa11361	K05665
Plampa99343	K05546
Plampa309802	K01262
Plampa53544	K05330
Plampa21198	K10610
Plampa6572	K02163
Plampa105152	K00850
Plampa38185	K11886
Plampa133196	K22415
Plampa66134	K03234
Plampa9210	K07874
Plampa4673	K17553
Plampa111782	K00934
Plampa768	K08765
Plampa137802	K07204
Plampa225221	K04797
Plampa182107	K21554
Plampa274562	K10358
Plampa38789	K12132
Plampa5218	K07904
Plampa4669	K02938
Plampa8858	K05109
Plampa63375	K10900
Plampa174520	K01052
Plampa142125	K23624
Plampa304764	K02878
Plampa130222	K08826
Plampa215292	K08465
Plampa88714	K00234
Plampa31066	K02922
Plampa55291	K02735
Plampa76053	K03247
Plampa132962	K09568
Plampa49386	K10362
Plampa19160	K16537
Plampa31891	K08057
Plampa208	K06171
Plampa305077	K18592
Plampa83092	K10844
Plampa99719	K00626
Plampa306750	K12132
Plampa214258	K00226
Plampa170889	K03255
Plampa354694	K01365
Plampa167942	K11647
Plampa81101	K05236
Plampa5894	K16310
Plampa88301	K00514
Plampa2316	K10251
Plampa176959	K06158
Plampa84968	K06115
Plampa6498	K17783
Plampa450	K22369
Plampa26097	K00600
Plampa67568	K05658
Plampa113547	K11647
Plampa359305	K10901
Plampa303423	K01520
Plampa277451	K14843
Plampa72191	K09414
Plampa6119	K11964
Plampa122119	K07293
Plampa221223	K00359
Plampa359439	K13526
Plampa104718	K16672
Plampa42444	K08903
Plampa215415	K24194
Plampa20485	K20283
Plampa8	K08069
Plampa182281	K01893
Plampa357372	K05642
Plampa79750	K03762
Plampa369821	K10352
Plampa5172	K03798
Plampa303109	K00793
Plampa308248	K08490
Plampa129946	K01180
Plampa121771	K11320
Plampa306733	K23790
Plampa210676	K04840
Plampa17753	K01873
Plampa214365	K07197
Plampa8552	K03174
Plampa46888	K10325
Plampa1335	K17960
Plampa267190	K17893
Plampa255633	K21850
Plampa88945	K01892
Plampa63671	K14556
Plampa125463	K02503
Plampa82230	K02958
Plampa26479	K18411
Plampa11898	K14963
Plampa89534	K07342
Plampa40976	K01902
Plampa18084	K09485
Plampa263401	K18441
Plampa316714	K17530
Plampa351095	K11842
Plampa82189	K09624
Plampa14824	K02955
Plampa31391	K00873
Plampa173414	K19755
Plampa348995	K06119
Plampa265899	K24764
Plampa3185	K17922
Plampa7446	K06820
Plampa133514	K01802
Plampa4170	K07874
Plampa85777	K02540
Plampa5938	K07407
Plampa344297	K22769
Plampa7356	K00031
Plampa22976	K20715
Plampa3723	K13194
Plampa84867	K10364
Plampa216534	K22614
Plampa11560	K16197
Plampa288100	K12200
Plampa7060	K16747
Plampa70022	K13093
Plampa5578	K08813
Plampa210246	K00145
Plampa230189	K10591
Plampa73591	K14823
Plampa31126	K12132
Plampa4876	K18693
Plampa221918	K19933
Plampa83264	K03347
Plampa69272	K11352
Plampa6402	K10380
Plampa3221	K25165
Plampa273752	K24814
Plampa332341	K18460
Plampa112800	K13525
Plampa78308	K05681
Plampa145349	K11757
Plampa60436	K00134
Plampa7435	K04733
Plampa265501	K01253
Plampa277068	K14556
Plampa316635	K18710
Plampa101334	K00559
Plampa354990	K17751
Plampa6930	K06059
Plampa49133	K16732
Plampa81158	K08568
Plampa255018	K19383
Plampa87416	K02737
Plampa313811	K05850
Plampa84595	K02935
Plampa66194	K02266
Plampa316918	K08907
Plampa31353	K13411
Plampa58010	K17279
Plampa1568	K09189
Plampa21007	K01342
Plampa142078	K16487
Plampa49593	K04077
Plampa17565	K01883
Plampa80185	K08908
Plampa221563	K14640
Plampa18481	K03022
Plampa56873	K01621
Plampa98397	K05592
Plampa46373	K02927
Plampa156367	K08794
Plampa18255	K03232
Plampa33723	K18061
Plampa17516	K02350
Plampa4187	K17916
Plampa350105	K12867
Plampa1695	K16944
Plampa80371	K02575
Plampa214280	K10203
Plampa194266	K04428
Plampa5345	K11292
Plampa134240	K16681
Plampa270921	K10380
Plampa16389	K13139
Plampa314400	K01939
Plampa86041	K03065
Plampa139696	K20030
Plampa3701	K10739
Plampa85471	K11885
Plampa106706	K09209
Plampa262	K03065
Plampa271945	K12757
Plampa258658	K04499
Plampa221640	K01868
Plampa87764	K08770
Plampa333570	K23544
Plampa189322	K03028
Plampa3256	K08803
Plampa120663	K01710
Plampa32978	K17570
Plampa42790	K14572
Plampa2085	K04349
Plampa263468	K03234
Plampa154953	K17659
Plampa21647	K08911
Plampa26804	K10251
Plampa47576	K19866
Plampa1031	K12198
Plampa345752	K03145
Plampa20299	K00626
Plampa34420	K15283
Plampa26115	K00750
Plampa209530	K02998
Plampa141704	K05679
Plampa33695	K07494
Plampa370163	K01687
Plampa308460	K02985
Plampa98892	K23847
Plampa6873	K04615
Plampa42030	K16726
Plampa216072	K05658
Plampa257759	K20032
Plampa4082	K14613
Plampa71559	K21396
Plampa300645	K11187
Plampa55556	K08842
Plampa225937	K21772
Plampa81918	K12881
Plampa367518	K05658
Plampa255722	K23538
Plampa195422	K10435
Plampa352845	K00863
Plampa87555	K12460
Plampa164215	K00278
